Document0,Document1,Document2,Document3,Document4,Document5,Document6,Document7,Document8,Document9
1.3013359816419243,0.13061131729419975,0.12800935922519135,0.12610692249261998,0.12967798668787608,0.12619142489931692,0.12634055815660994,0.12911421078316768,0.4934913715390313,0.12418907330969547
3.511769158958396,0.1269166936992986,0.1303012984263789,0.13602378923612513,0.12537317295510103,0.13122246073354338,0.12634976271763895,0.12978523424945151,0.1250371412743944,0.38138256724959513
3.6085619466536447,0.12804225995401186,0.12916120623062527,0.12468028318086843,0.1206017169972977,0.12945939409807422,0.12876375588041938,0.12154389312178905,0.1279708906803596,0.3766863274493715
2.5432636454688837,0.12331889577380162,0.1283997376725653,0.12928264162575245,0.12775042248693466,0.13191794533097662,0.12796178361993737,0.1300298051717959,0.1315381830832923,0.39354010371293546
3.7629959923413683,0.12624840119269534,0.12777348099611727,0.12751654658570474,0.13056226600505505,0.12654889987669216,0.12690833047189262,0.13441460142861125,0.12578250082256118,2.172994471921915
3.1728389058171604,0.13369875450642887,0.1285096349454316,0.126635238960942,0.12682753253484602,0.12359309940625139,0.12213133214363904,0.12575326481949772,0.1320563074927062,3.6084106688693542
4.46679067343445,0.12533802441065622,0.12774713025239492,0.13013722262046212,0.11936244514369196,0.1238809294710873,0.1309835671612397,0.12079552874976307,0.12707385666369658,2.7584497197241697
2.7794091869088384,0.12347193461762425,0.12670409354080808,0.12330078524236562,0.13172657745046432,0.12692143004900897,0.1231653280828873,0.1270871285596422,0.128720152564923,1.5588005224561445
2.3875117469845852,0.13153686013411167,0.12609146137570185,0.12789920451410858,0.12422952565183523,0.1262880617491001,0.1308314596520616,0.12934013798062338,0.13522824739017125,0.956977507319514
2.506327313213436,0.12613590891500454,0.13230743914741763,0.1286840560375103,0.12925737673504276,0.12387850447056112,0.12574587915703977,0.12808387512447775,0.12745064311022597,0.922285512906613
4.52552099597552,0.14563464003901963,0.13028720601376775,1.2390559710951565,0.13499324519637446,0.12610612910337998,1.3444664236843287,4.0298361589093386,1.5566193819460576,6.0307350322462465
0.12707660912379992,0.1260480933625028,0.1255203160835601,0.12328661961793151,0.12761289749004184,0.12557980523387688,0.7294167902350776,0.13046109681796023,0.13275071481748613,1.3536822135165378
0.8777142187788105,0.12994164962975654,0.12947716728415054,2.721132557276518,0.12472018695130474,0.1284483329704362,0.13666348491180025,0.12613611461361934,0.12804017222523634,0.13320902881615135
0.12976557769596103,0.12763780215958942,0.12108547861084189,0.12386107767614828,0.12698254843206425,0.12404361494068278,0.12662013937021543,0.12833606118381272,0.1234257142929351,0.805247205853814
0.13524983533691132,0.12592863235776963,0.12704902820610958,0.128494718155442,0.12844205752767723,0.12427121633937577,0.12991779301486334,0.12054887626656854,0.12281326780420848,0.45380769709777136
0.6114119707971569,0.1257647830750753,0.1265474343279501,0.13183686134929878,0.12593915603870673,0.13824753132783382,0.13291747859289008,0.12432059793551412,0.13110463189867316,0.13049852823675617
0.49076836962425585,0.1246683400742378,0.12853209760471762,0.6834982751363521,0.1304153272912715,0.12749377457431088,0.12834323186376334,0.13186227331730443,0.133298252650151,0.12962814512184498
0.1324633465532655,0.12990706555745138,0.12726650481933155,0.5216598333877478,0.12835504092190092,0.13062948197058885,0.12734452009605834,0.12888409689102126,0.13042663726625256,0.12944696367509828
