0,1,2,3,4,5,6,7,8,9
0.025562355108902493,0.02556140821861785,0.025561400793540003,0.02557171907249905,0.02556141424213502,0.025561410532704443,0.025578185305184943,0.7698994491973367,0.02556367110682385,0.025578986422255624
0.022631591277228493,0.022629451002911888,0.02262945098041719,0.022629943423892473,0.022629450985657575,0.02262945116581162,0.02263007624776892,0.022629463623946328,0.022629554251570903,0.7963315670407947
0.01576150532731166,0.015760624034128513,0.015760208188495835,0.8581535356247723,0.01576020632909241,0.015760207057305325,0.015760260813966795,0.015761614017343748,0.01576128988727268,0.015760548720310828
0.02295729000650708,0.022951965680663308,0.02295196476073213,0.7934249998236879,0.02295196399209117,0.022951967088178878,0.02295226404040925,0.022952524997213647,0.02295301193241566,0.0229520476781009
0.41984458939146985,0.015282197969277283,0.015251666928994054,0.015261832398549648,0.015251669485653397,0.015251662318400343,0.015261816501516158,0.4580862631617098,0.015253320981304367,0.015254980863125081
0.025771311085458676,0.3547073581502353,0.025770987791527467,0.02578067366833425,0.025770981253132742,0.025770983515009185,0.4391030810847777,0.025773323559096367,0.025778964646645607,0.025772335245782686
0.01843231783940297,0.018415350118111306,0.0184152861614033,0.2354729217368114,0.01841522710188288,0.018415228764121754,0.018431959611926802,0.018418830066702654,0.617163676722879,0.018419201876757857
0.016189609176084627,0.01618933903684089,0.016189344837647328,0.01619024590734438,0.016189343175506892,0.01618933864145623,0.016189935120046996,0.016189737810605977,0.854292172262484,0.016190934031982667
0.012346555932945534,0.012345847608931045,0.012345871555756395,0.01258551746767519,0.012345863298443643,0.012345857990961023,0.012346247450139205,0.01235621591055542,0.8886318053559672,0.012350217428625422
0.0168257990669785,0.016819595556667226,0.01681947428450867,0.016855385244508303,0.016819453622363402,0.016819458243084194,0.016819614934658684,0.016865666460333814,0.848504035642242,0.016851516944655306
0.04640302177478154,0.021993516670194817,0.021993514561834966,0.021993405263031205,0.0219935275920254,0.021993594876750712,0.02199358584696131,0.021993483420614895,0.7773221529976433,0.022320196996161754
0.021643673347341016,0.021642718407591598,0.02164215881573677,0.021644709337667812,0.021642160490624934,0.021642248553541667,0.021642879113951127,0.8052129038180451,0.021642966752901043,0.021643581362598894
0.013531204720776378,0.01360491719969983,0.013437970748811296,0.48753208997385267,0.013437975280072565,0.013437982488534634,0.013438040976868217,0.013477934372329772,0.40463572368264317,0.013466160556411543
0.017311377354538436,0.017289583845618947,0.01728957964187231,0.8443672853788292,0.017289577589511725,0.0172895817657678,0.01728964359438179,0.017293268517636344,0.017290500238718347,0.017289602073125066
0.021768930730763178,0.021724130255423975,0.021722974494940983,0.021741231446649977,0.021722964175032493,0.26770312539903984,0.02172307295359716,0.41006110590347816,0.1701064595431905,0.02172600509788367
0.020121594189280896,0.02011480047002699,0.0201147440867877,0.30806454357382695,0.020114737079007034,0.020114754878680405,0.020116395619640966,0.5309915325041389,0.020117872286849872,0.020129025311760414
0.01750465946372357,0.017503054796932323,0.017502906226550277,0.8423631459457473,0.01750289512302465,0.017502919517551493,0.017569715395962048,0.017542311759166263,0.017505375998141007,0.01750301577320087
0.02213562880733864,0.022135700043172925,0.022133907845795036,0.02213450263255055,0.0221339138376757,0.022133916920016962,0.02213469281419598,0.22037332352891634,0.022134691591744957,0.6025497219785929
0.017864307432779628,0.017478011042415045,0.017470898101133742,0.41664852904698935,0.017470872165311156,0.01747087473861318,0.017477971658977846,0.44317299245797914,0.01747445547887657,0.01747108787692442
0.01732890056572374,0.017329001461701268,0.017328904936629586,0.01732941623517067,0.01732890277207464,0.017328902762094194,0.017328997974635434,0.8440379524745512,0.017330018173633294,0.017329002643785972
0.0189239711458378,0.01892395055036199,0.018923822659506213,0.8296778036974432,0.018923818685083322,0.018923819509727085,0.01892449218938138,0.018925914280702,0.018925448425115326,0.018926958856841477
0.01684831813210059,0.01684685833804567,0.0168457002957052,0.8483762783640296,0.016845697262217327,0.016845697236202148,0.016846886923453232,0.016850434141378205,0.01684629887734887,0.01684783042951932
0.746755039461596,0.022957422762177004,0.02295739933493866,0.0695821920801742,0.022957395223964578,0.022957393575910045,0.022958226400725923,0.02295799276140216,0.022957991665673614,0.02295894673343768
0.019148981696144804,0.0191501646505053,0.019146601992389586,0.019158562304505702,0.019146603651732704,0.01914659797653145,0.01914700779023616,0.01916080076627772,0.019148164839106016,0.8276465143325705
0.049310939613182656,0.018257284667644716,0.018253755087400462,0.018257480147692542,0.018253742642417206,0.01825375335519889,0.018254203066610297,0.018256911815864856,0.018258146006715607,0.8046437835972727
0.022486848238213376,0.022486274894298334,0.022486258565460944,0.022579654827920334,0.022486262030429322,0.022486259120034637,0.0224867751098811,0.022495601542467956,0.022493076515068704,0.7975129891562253
0.018131664308843186,0.01795820735057348,0.01795807653394834,0.8381970473259572,0.01795807075058975,0.01795807223902792,0.017958486935995492,0.017962339302615198,0.01795993929479603,0.017958095957653446
0.01500339725900475,0.014910383224962971,0.01487693884199589,0.7505923315916355,0.01487698751656896,0.014876973556835532,0.014913031184701109,0.014877008930011227,0.1301820209279736,0.014890926966310466
0.016742407371984826,0.016724430054641852,0.016724381370369225,0.7413388654026918,0.016724407998926934,0.016724390643776614,0.016725666023298436,0.016725037669751967,0.12483251374452904,0.016737899720029363
0.016587710552495805,0.0165927599242852,0.016587713067836025,0.3549134156792714,0.01658769720388097,0.01658771035287366,0.25273154786249374,0.27623173398818296,0.016591583562507436,0.016588127806172803
0.017569670530625723,0.01756979448523519,0.017569673425546654,0.017570311617675936,0.017569670974220703,0.01756967112582115,0.01756979172216352,0.8418707454893368,0.017570872896321074,0.017569797733053304
0.01782243148534334,0.017820524950261107,0.017820417181036496,0.8396084260539834,0.01782041312814932,0.017820439109785206,0.01782097216799032,0.017823000807546858,0.017822835339298296,0.01782053977660581
0.04670324329681074,0.016419114524035806,0.016389365172558987,0.016629306726874727,0.01638938069078213,0.016389369710030667,0.016488529200542633,0.016477934746885334,0.8217165664139632,0.016397189517515762
0.026802722407074646,0.026800043002132564,0.026800049422643205,0.02680661662012283,0.026800064621335287,0.026800040512542374,0.026801664160404456,0.026807084548648684,0.7587739738448085,0.026807740860287504
0.01883886478284123,0.018837008391268128,0.018837043267721197,0.053723435727353525,0.01883701097332523,0.018837018721588796,0.018838270755030022,0.10903026235266089,0.4725352496273297,0.2516858354008813
0.019084215618447947,0.019059889246401233,0.019053622792047052,0.8284242504384755,0.019053620030566147,0.019053646915466446,0.019054429436687056,0.01908063943827774,0.019077712629023896,0.019057973454607077
0.03303163095344233,0.033026850359074676,0.03302470679691391,0.03302715416041497,0.033024737028132745,0.03302470536797537,0.03302738673786201,0.7027588458490599,0.033025326998395915,0.03302865574872818
0.015870253861214687,0.015667982049114754,0.015667725366026276,0.01566844295167869,0.015667733062148925,0.01566772986526244,0.015669369191040183,0.015675407861569585,0.01566820124054983,0.8587771545513946
0.018389643704634126,0.018387668827815444,0.01838765469324166,0.8345032930220044,0.01838765225685481,0.018387653734443468,0.018387762623777254,0.018392798656344012,0.018388139118934745,0.018387733361950074
